TITLE="DuctFlow_Re300_YZ.dat"
VARIABLES="y" "z" "<u>" "<v>" "<w>" "<u'u'>" "<v'v'>" "<w'w'>" "<u'v'>" "<u'w'>" "<v'w'>" "<eps>"
2.3174680e-01 +7.4514760e-01 +1.7340427e+01 -8.7978733e-02 +1.1002423e-01 +1.8034344e+00 +7.2062267e-01 +7.6444622e-01 -3.2125533e-01 +2.0432500e-01 +4.9429089e-02 +2.5807922e+03
2.4313640e-01 +7.4514760e-01 +1.7422300e+01 -8.9919200e-02 +1.0076877e-01 +1.7585489e+00 +7.2788789e-01 +7.4967978e-01 -2.9207033e-01 +2.3443600e-01 +5.1435789e-02 +2.4932022e+03
2.5485240e-01 +7.4514760e-01 +1.7496963e+01 -9.0564067e-02 +9.0564067e-02 +1.7269078e+00 +7.3597267e-01 +7.3597267e-01 -2.6403900e-01 +2.6403900e-01 +5.2792856e-02 +2.4239589e+03
2.6688860e-01 +7.4514760e-01 +1.7564577e+01 -8.9944067e-02 +7.9662133e-02 +1.7072456e+00 +7.4503911e-01 +7.2333378e-01 -2.3746667e-01 +2.9300200e-01 +5.3369644e-02 +2.3691811e+03
2.7923730e-01 +7.4514760e-01 +1.7625260e+01 -8.8105433e-02 +6.8314800e-02 +1.6984578e+00 +7.5513578e-01 +7.1191122e-01 -2.1261500e-01 +3.2135967e-01 +5.3165722e-02 +2.3280589e+03
2.9188960e-01 +7.4514760e-01 +1.7679057e+01 -8.5131633e-02 +5.6671267e-02 +1.6992400e+00 +7.6617344e-01 +7.0196211e-01 -1.8945189e-01 +3.4923411e-01 +5.2274778e-02 +2.3002956e+03
3.0483480e-01 +7.4514760e-01 +1.7726100e+01 -8.1160533e-02 +4.4868733e-02 +1.7080856e+00 +7.7800400e-01 +6.9343989e-01 -1.6783122e-01 +3.7613133e-01 +5.0798167e-02 +2.2841678e+03
3.1806090e-01 +7.4514760e-01 +1.7766717e+01 -7.6313733e-02 +3.3079003e-02 +1.7227389e+00 +7.9048400e-01 +6.8592944e-01 -1.4765867e-01 +4.0120200e-01 +4.8955789e-02 +2.2778889e+03
3.3155420e-01 +7.4514760e-01 +1.7801437e+01 -7.0645100e-02 +2.1368083e-02 +1.7408989e+00 +8.0345011e-01 +6.8015300e-01 -1.2903311e-01 +4.2416722e-01 +4.6868000e-02 +2.2784089e+03
3.4529990e-01 +7.4514760e-01 +1.7831140e+01 -6.4206167e-02 +9.9301933e-03 +1.7608511e+00 +8.1660144e-01 +6.7661578e-01 -1.1212144e-01 +4.4513411e-01 +4.4465933e-02 +2.2840467e+03
3.5928140e-01 +7.4514760e-01 +1.7856687e+01 -5.7154667e-02 -8.4881867e-04 +1.7808167e+00 +8.2953311e-01 +6.7418600e-01 -9.7225167e-02 +4.6377078e-01 +4.1620222e-02 +2.2937978e+03
3.7348100e-01 +7.4514760e-01 +1.7878590e+01 -4.9768033e-02 -1.0644080e-02 +1.7992122e+00 +8.4189711e-01 +6.7222222e-01 -8.4431211e-02 +4.7929167e-01 +3.8121822e-02 +2.3069556e+03
3.8787950e-01 +7.4514760e-01 +1.7896977e+01 -4.2398900e-02 -1.9193227e-02 +1.8156456e+00 +8.5341522e-01 +6.7092767e-01 -7.3362122e-02 +4.9175511e-01 +3.3737989e-02 +2.3226333e+03
4.0245670e-01 +7.4514760e-01 +1.7911937e+01 -3.5373833e-02 -2.6373470e-02 +1.8306744e+00 +8.6390167e-01 +6.6998822e-01 -6.3422111e-02 +5.0175489e-01 +2.8548489e-02 +2.3392989e+03
4.1719100e-01 +7.4514760e-01 +1.7923803e+01 -2.8861157e-02 -3.2337347e-02 +1.8441900e+00 +8.7319822e-01 +6.6873933e-01 -5.4057933e-02 +5.0967144e-01 +2.3112878e-02 +2.3536144e+03
4.3206020e-01 +7.4514760e-01 +1.7932950e+01 -2.2871647e-02 -3.7249333e-02 +1.8563256e+00 +8.8108744e-01 +6.6757778e-01 -4.4867556e-02 +5.1589378e-01 +1.8013811e-02 +2.3653389e+03
4.4704090e-01 +7.4514760e-01 +1.7939557e+01 -1.7334483e-02 -4.1132267e-02 +1.8668622e+00 +8.8737656e-01 +6.6737744e-01 -3.5537444e-02 +5.2071600e-01 +1.3494556e-02 +2.3758544e+03
4.6210910e-01 +7.4514760e-01 +1.7943983e+01 -1.2133517e-02 -4.3976233e-02 +1.8751411e+00 +8.9194867e-01 +6.6804933e-01 -2.5740844e-02 +5.2409989e-01 +9.3676256e-03 +2.3865389e+03
4.7724020e-01 +7.4514760e-01 +1.7946677e+01 -7.1574767e-03 -4.5835800e-02 +1.8815156e+00 +8.9483944e-01 +6.6912144e-01 -1.5532667e-02 +5.2635678e-01 +5.5030289e-03 +2.3944200e+03
4.9240920e-01 +7.4514760e-01 +1.7947940e+01 -2.3576523e-03 -4.6742800e-02 +1.8851767e+00 +8.9622367e-01 +6.7004222e-01 -5.1878989e-03 +5.2769900e-01 +1.8330856e-03 +2.3970211e+03
5.0759080e-01 +7.4514760e-01 +1.7947940e+01 +2.3576523e-03 -4.6742800e-02 +1.8851767e+00 +8.9622367e-01 +6.7004222e-01 +5.1878989e-03 +5.2769900e-01 -1.8330856e-03 +2.3970211e+03
5.2275980e-01 +7.4514760e-01 +1.7946677e+01 +7.1574767e-03 -4.5835800e-02 +1.8815156e+00 +8.9483944e-01 +6.6912144e-01 +1.5532667e-02 +5.2635678e-01 -5.5030289e-03 +2.3944200e+03
5.3789090e-01 +7.4514760e-01 +1.7943983e+01 +1.2133517e-02 -4.3976233e-02 +1.8751411e+00 +8.9194867e-01 +6.6804933e-01 +2.5740844e-02 +5.2409989e-01 -9.3676256e-03 +2.3865389e+03
5.5295910e-01 +7.4514760e-01 +1.7939557e+01 +1.7334483e-02 -4.1132267e-02 +1.8668622e+00 +8.8737656e-01 +6.6737744e-01 +3.5537444e-02 +5.2071600e-01 -1.3494556e-02 +2.3758544e+03
5.6793980e-01 +7.4514760e-01 +1.7932950e+01 +2.2871647e-02 -3.7249333e-02 +1.8563256e+00 +8.8108744e-01 +6.6757778e-01 +4.4867556e-02 +5.1589378e-01 -1.8013811e-02 +2.3653389e+03
5.8280900e-01 +7.4514760e-01 +1.7923803e+01 +2.8861157e-02 -3.2337347e-02 +1.8441900e+00 +8.7319822e-01 +6.6873933e-01 +5.4057933e-02 +5.0967144e-01 -2.3112878e-02 +2.3536144e+03
5.9754330e-01 +7.4514760e-01 +1.7911937e+01 +3.5373833e-02 -2.6373470e-02 +1.8306744e+00 +8.6390167e-01 +6.6998822e-01 +6.3422111e-02 +5.0175489e-01 -2.8548489e-02 +2.3392989e+03
6.1212050e-01 +7.4514760e-01 +1.7896977e+01 +4.2398900e-02 -1.9193227e-02 +1.8156456e+00 +8.5341522e-01 +6.7092767e-01 +7.3362122e-02 +4.9175511e-01 -3.3737989e-02 +2.3226333e+03
6.2651900e-01 +7.4514760e-01 +1.7878590e+01 +4.9768033e-02 -1.0644080e-02 +1.7992122e+00 +8.4189711e-01 +6.7222222e-01 +8.4431211e-02 +4.7929167e-01 -3.8121822e-02 +2.3069556e+03
6.4071860e-01 +7.4514760e-01 +1.7856687e+01 +5.7154667e-02 -8.4881867e-04 +1.7808167e+00 +8.2953311e-01 +6.7418600e-01 +9.7225167e-02 +4.6377078e-01 -4.1620222e-02 +2.2937978e+03
6.5470010e-01 +7.4514760e-01 +1.7831140e+01 +6.4206167e-02 +9.9301933e-03 +1.7608511e+00 +8.1660144e-01 +6.7661578e-01 +1.1212144e-01 +4.4513411e-01 -4.4465933e-02 +2.2840467e+03
6.6844580e-01 +7.4514760e-01 +1.7801437e+01 +7.0645100e-02 +2.1368083e-02 +1.7408989e+00 +8.0345011e-01 +6.8015300e-01 +1.2903311e-01 +4.2416722e-01 -4.6868000e-02 +2.2784089e+03
6.8193910e-01 +7.4514760e-01 +1.7766717e+01 +7.6313733e-02 +3.3079003e-02 +1.7227389e+00 +7.9048400e-01 +6.8592944e-01 +1.4765867e-01 +4.0120200e-01 -4.8955789e-02 +2.2778889e+03
6.9516520e-01 +7.4514760e-01 +1.7726100e+01 +8.1160533e-02 +4.4868733e-02 +1.7080856e+00 +7.7800400e-01 +6.9343989e-01 +1.6783122e-01 +3.7613133e-01 -5.0798167e-02 +2.2841678e+03
7.0811040e-01 +7.4514760e-01 +1.7679057e+01 +8.5131633e-02 +5.6671267e-02 +1.6992400e+00 +7.6617344e-01 +7.0196211e-01 +1.8945189e-01 +3.4923411e-01 -5.2274778e-02 +2.3002956e+03
7.2076270e-01 +7.4514760e-01 +1.7625260e+01 +8.8105433e-02 +6.8314800e-02 +1.6984578e+00 +7.5513578e-01 +7.1191122e-01 +2.1261500e-01 +3.2135967e-01 -5.3165722e-02 +2.3280589e+03
7.3311140e-01 +7.4514760e-01 +1.7564577e+01 +8.9944067e-02 +7.9662133e-02 +1.7072456e+00 +7.4503911e-01 +7.2333378e-01 +2.3746667e-01 +2.9300200e-01 -5.3369644e-02 +2.3691811e+03
7.4514760e-01 +7.4514760e-01 +1.7496963e+01 +9.0564067e-02 +9.0564067e-02 +1.7269078e+00 +7.3597267e-01 +7.3597267e-01 +2.6403900e-01 +2.6403900e-01 -5.2792856e-02 +2.4239589e+03
7.5686360e-01 +7.4514760e-01 +1.7422300e+01 +8.9919200e-02 +1.0076877e-01 +1.7585489e+00 +7.2788789e-01 +7.4967978e-01 +2.9207033e-01 +2.3443600e-01 -5.1435789e-02 +2.4932022e+03
7.6825320e-01 +7.4514760e-01 +1.7340427e+01 +8.7978733e-02 +1.1002423e-01 +1.8034344e+00 +7.2062267e-01 +7.6444622e-01 +3.2125533e-01 +2.0432500e-01 -4.9429089e-02 +2.5807922e+03
7.7931170e-01 +7.4514760e-01 +1.7251343e+01 +8.4757067e-02 +1.1816567e-01 +1.8628133e+00 +7.1403078e-01 +7.8005289e-01 +3.5135078e-01 +1.7390456e-01 -4.6914878e-02 +2.6897500e+03
7.9003570e-01 +7.4514760e-01 +1.7155133e+01 +8.0330400e-02 +1.2498940e-01 +1.9379989e+00 +7.0795978e-01 +7.9617600e-01 +3.8207956e-01 +1.4382100e-01 -4.3996778e-02 +2.8197622e+03
8.0042290e-01 +7.4514760e-01 +1.7051893e+01 +7.4805133e-02 +1.3016583e-01 +2.0301933e+00 +7.0209856e-01 +8.1238711e-01 +4.1313656e-01 +1.1480222e-01 -4.0883956e-02 +2.9703889e+03
8.1047240e-01 +7.4514760e-01 +1.6941720e+01 +6.8276433e-02 +1.3334040e-01 +2.1397889e+00 +6.9598322e-01 +8.2829011e-01 +4.4419578e-01 +8.7142889e-02 -3.7840956e-02 +3.1440111e+03
8.2018460e-01 +7.4514760e-01 +1.6824697e+01 +6.0831200e-02 +1.3426027e-01 +2.2671389e+00 +6.8911967e-01 +8.4397256e-01 +4.7502422e-01 +6.0881644e-02 -3.4902656e-02 +3.3422689e+03
8.2956070e-01 +7.4514760e-01 +1.6700813e+01 +5.2590733e-02 +1.3278223e-01 +2.4122800e+00 +6.8101078e-01 +8.5936489e-01 +5.0536311e-01 +3.5901200e-02 -3.1965311e-02 +3.5668278e+03
8.3860290e-01 +7.4514760e-01 +1.6569960e+01 +4.3723333e-02 +1.2873423e-01 +2.5748611e+00 +6.7112178e-01 +8.7378411e-01 +5.3484800e-01 +1.2047089e-02 -2.9067656e-02 +3.8205311e+03
8.4731460e-01 +7.4514760e-01 +1.6431993e+01 +3.4417300e-02 +1.2183870e-01 +2.7545178e+00 +6.5893822e-01 +8.8642611e-01 +5.6311400e-01 -1.0656818e-02 -2.6345844e-02 +4.1047222e+03
8.5569970e-01 +7.4514760e-01 +1.6286760e+01 +2.4868623e-02 +1.1185550e-01 +2.9508833e+00 +6.4408967e-01 +8.9666744e-01 +5.8992856e-01 -3.2029344e-02 -2.3878933e-02 +4.4185567e+03
8.6376300e-01 +7.4514760e-01 +1.6133950e+01 +1.5280620e-02 +9.8698067e-02 +3.1631444e+00 +6.2637922e-01 +9.0426822e-01 +6.1498356e-01 -5.2014556e-02 -2.1652644e-02 +4.7608978e+03
8.7151010e-01 +7.4514760e-01 +1.5972897e+01 +5.8564600e-03 +8.2412033e-02 +3.3899289e+00 +6.0572878e-01 +9.0932122e-01 +6.3779744e-01 -7.0454800e-02 -1.9589689e-02 +5.1351822e+03
8.7894690e-01 +7.4514760e-01 +1.5802433e+01 -3.2102060e-03 +6.3162433e-02 +3.6302611e+00 +5.8214778e-01 +9.1211411e-01 +6.5791078e-01 -8.7266589e-02 -1.7589478e-02 +5.5450244e+03
8.8608010e-01 +7.4514760e-01 +1.5620927e+01 -1.1740847e-02 +4.1236167e-02 +3.8841267e+00 +5.5574167e-01 +9.1272544e-01 +6.7491300e-01 -1.0293838e-01 -1.5553500e-02 +5.9898111e+03
8.9291660e-01 +7.4514760e-01 +1.5426373e+01 -1.9576147e-02 +1.7014547e-02 +4.1514267e+00 +5.2672111e-01 +9.1102933e-01 +6.8839044e-01 -1.1801433e-01 -1.3435111e-02 +6.4683833e+03
8.9946400e-01 +7.4514760e-01 +1.5216473e+01 -2.6583447e-02 -9.0493867e-03 +4.4314056e+00 +4.9540878e-01 +9.0703256e-01 +6.9796156e-01 -1.3257333e-01 -1.1262311e-02 +6.9781778e+03
9.0572980e-01 +7.4514760e-01 +1.4988717e+01 -3.2660443e-02 -3.6422300e-02 +4.7224433e+00 +4.6224233e-01 +9.0078589e-01 +7.0331456e-01 -1.4631411e-01 -9.1170956e-03 +7.5126567e+03
9.1172210e-01 +7.4514760e-01 +1.4740470e+01 -3.7731700e-02 -6.4478233e-02 +5.0217311e+00 +4.2774900e-01 +8.9236056e-01 +7.0421967e-01 -1.5882711e-01 -7.0969078e-03 +8.0601622e+03
9.1744900e-01 +7.4514760e-01 +1.4469057e+01 -4.1747300e-02 -9.2524467e-02 +5.3247111e+00 +3.9249222e-01 +8.8187444e-01 +7.0046178e-01 -1.6974900e-01 -5.2741211e-03 +8.6049811e+03
9.2291890e-01 +7.4514760e-01 +1.4171790e+01 -4.4686533e-02 -1.1985677e-01 +5.6244989e+00 +3.5702656e-01 +8.6929078e-01 +6.9178500e-01 -1.7882633e-01 -3.6905833e-03 +9.1326811e+03
9.2814000e-01 +7.4514760e-01 +1.3846070e+01 -4.6561500e-02 -1.4580623e-01 +5.9119844e+00 +3.2187256e-01 +8.5430722e-01 +6.7793856e-01 -1.8588378e-01 -2.3613589e-03 +9.6318200e+03
9.3312100e-01 +7.4514760e-01 +1.3489483e+01 -4.7416800e-02 -1.6976800e-01 +6.1763878e+00 +2.8750356e-01 +8.3645256e-01 +6.5874956e-01 -1.9074322e-01 -1.2726233e-03 +1.0090819e+04
9.3787010e-01 +7.4514760e-01 +1.3100013e+01 -4.7326833e-02 -1.9122517e-01 +6.4056556e+00 +2.5433944e-01 +8.1525789e-01 +6.3415378e-01 -1.9318111e-01 -3.9454422e-04 +1.0496179e+04
9.4239590e-01 +7.4514760e-01 +1.2676190e+01 -4.6391000e-02 -2.0977120e-01 +6.5868111e+00 +2.2274556e-01 +7.9038089e-01 +6.0421400e-01 -1.9292567e-01 +3.0075722e-04 +1.0834132e+04
9.4670670e-01 +7.4514760e-01 +1.2217213e+01 -4.4726367e-02 -2.2512257e-01 +6.7065856e+00 +1.9302667e-01 +7.6164456e-01 +5.6915344e-01 -1.8975600e-01 +8.3211322e-04 +1.1093479e+04
9.5081070e-01 +7.4514760e-01 +1.1723077e+01 -4.2460133e-02 -2.3711667e-01 +6.7523478e+00 +1.6541978e-01 +7.2904767e-01 +5.2939244e-01 -1.8365633e-01 +1.2113578e-03 +1.1266956e+04
9.5471620e-01 +7.4514760e-01 +1.1194613e+01 -3.9722067e-02 -2.4569867e-01 +6.7132022e+00 +1.4009089e-01 +6.9278867e-01 +4.8556156e-01 -1.7488478e-01 +1.4471711e-03 +1.1351711e+04
9.5843100e-01 +7.4514760e-01 +1.0633553e+01 -3.6638633e-02 -2.5090517e-01 +6.5810689e+00 +1.1713767e-01 +6.5328044e-01 +4.3848689e-01 -1.6391711e-01 +1.5465900e-03 +1.1350622e+04
9.6196310e-01 +7.4514760e-01 +1.0042507e+01 -3.3328323e-02 -2.5284853e-01 +6.3516889e+00 +9.6595978e-02 +6.1111156e-01 +3.8916700e-01 -1.5133622e-01 +1.5170522e-03 +1.1274067e+04
9.6532020e-01 +7.4514760e-01 +9.4249267e+00 -2.9898860e-02 -2.5170077e-01 +6.0255433e+00 +7.8448889e-02 +5.6696233e-01 +3.3874844e-01 -1.3773644e-01 +1.3711411e-03 +1.1140667e+04
9.6850970e-01 +7.4514760e-01 +8.7850433e+00 -2.6445183e-02 -2.4767517e-01 +5.6085567e+00 +6.2634978e-02 +5.2151433e-01 +2.8849433e-01 -1.2365722e-01 +1.1312900e-03 +1.0976671e+04
9.7153900e-01 +7.4514760e-01 +8.1277533e+00 -2.3048620e-02 -2.4100677e-01 +5.1124122e+00 +4.9055611e-02 +4.7537689e-01 +2.3972889e-01 -1.0954173e-01 +8.3069100e-04 +1.0813480e+04
9.7441510e-01 +7.4514760e-01 +7.4584867e+00 -1.9776727e-02 -2.3193597e-01 +4.5543056e+00 +3.7582367e-02 +4.2904111e-01 +1.9375722e-01 -9.5717167e-02 +5.0927089e-04 +1.0683017e+04
9.7714490e-01 +7.4514760e-01 +6.7829867e+00 -1.6683760e-02 -2.2069720e-01 +3.9560100e+00 +2.8063878e-02 +3.8286611e-01 +1.5176456e-01 -8.2399833e-02 +2.0687122e-04 +1.0611527e+04
9.7973510e-01 +7.4514760e-01 +6.1070867e+00 -1.3811577e-02 -2.0751357e-01 +3.3422289e+00 +2.0331856e-02 +3.3710133e-01 +1.1471078e-01 -6.9722289e-02 -4.3515444e-05 +1.0613316e+04
9.8219210e-01 +7.4514760e-01 +5.4364400e+00 -1.1190870e-02 -1.9259600e-01 +2.7384011e+00 +1.4205711e-02 +2.9194044e-01 +8.3239511e-02 -5.7773456e-02 -2.2071856e-04 +1.0686648e+04
9.8452220e-01 +7.4514760e-01 +4.7762467e+00 -8.8424567e-03 -1.7614460e-01 +2.1682267e+00 +9.4962156e-03 +2.4759922e-01 +5.7619444e-02 -4.6638756e-02 -3.1771900e-04 +1.0813992e+04
9.8673120e-01 +7.4514760e-01 +4.1310433e+00 -6.7785767e-03 -1.5835150e-01 +1.6513911e+00 +6.0083611e-03 +2.0439889e-01 +3.7731733e-02 -3.6426656e-02 -3.4104700e-04 +1.0967846e+04
9.8882510e-01 +7.4514760e-01 +3.5045300e+00 -5.0041233e-03 -1.3940330e-01 +1.2019000e+00 +3.5443144e-03 +1.6283633e-01 +2.3108211e-02 -2.7272944e-02 -3.0761711e-04 +1.1121100e+04
9.9080940e-01 +7.4514760e-01 +2.8994937e+00 -3.5178033e-03 -1.1948247e-01 +8.2739700e-01 +1.9069756e-03 +1.2362444e-01 +1.3014844e-02 -1.9323567e-02 -2.3994456e-04 +1.1258189e+04
9.9268930e-01 +7.4514760e-01 +2.3178130e+00 -2.3132167e-03 -9.8767500e-02 +5.2953478e-01 +9.0481100e-04 +8.7695956e-02 +6.5635789e-03 -1.2705056e-02 -1.6097967e-04 +1.1382267e+04
9.9447000e-01 +7.4514760e-01 +1.7605433e+00 -1.3798653e-03 -7.7431933e-02 +3.0520456e-01 +3.5820067e-04 +5.6177111e-02 +2.8295344e-03 -7.4955756e-03 -8.9695844e-05 +1.1516044e+04
9.9615640e-01 +7.4514760e-01 +1.2280507e+00 -7.0407533e-04 -5.5642667e-02 +1.4820344e-01 +1.0714902e-04 +3.0345811e-02 +9.5155300e-04 -3.7080822e-03 -3.8122933e-05 +1.1697889e+04
9.9775320e-01 +7.4514760e-01 +7.2017200e-01 -2.6968343e-04 -3.3558667e-02 +5.0886422e-02 +1.9855289e-05 +1.1592878e-02 +2.0083211e-04 -1.2904633e-03 -9.9870500e-06 +1.1975633e+04
9.9926490e-01 +7.4514760e-01 +2.3638983e-01 -5.5338600e-05 -1.1336723e-02 +5.4836622e-03 +1.3552633e-06 +1.4031256e-03 +1.2593511e-05 -1.4030689e-04 -7.7534178e-07 +1.2364389e+04
1.0000000e+00 +7.4514760e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +1.2364389e+04
0.0000000e+00 +7.5686360e-01 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +0.0000000e+00 +1.1962756e+04
7.3512100e-04 +7.5686360e-01 +2.3796370e-01 +5.3018433e-05 -1.2134600e-02 +5.3001867e-03 +1.2830144e-06 +1.3588089e-03 -1.1986833e-05 -1.6894133e-04 +8.5188078e-07 +1.1962756e+04
2.2468180e-03 +7.5686360e-01 +7.2498433e-01 +2.5775570e-04 -3.5894567e-02 +4.9188811e-02 +1.8811122e-05 +1.1241867e-02 -1.9117778e-04 -1.5479444e-03 +1.0722171e-05 +1.1588322e+04
3.8436230e-03 +7.5686360e-01 +1.2362917e+00 +6.7112200e-04 -5.9472700e-02 +1.4327244e-01 +1.0158562e-04 +2.9463000e-02 -9.0614122e-04 -4.4320700e-03 +3.9956356e-05 +1.1320600e+04
5.5300300e-03 +7.5686360e-01 +1.7724260e+00 +1.3114013e-03 -8.2695900e-02 +2.9508989e-01 +3.3985344e-04 +5.4608500e-02 -2.6960944e-03 -8.9264689e-03 +9.1323289e-05 +1.1146167e+04
7.3107370e-03 +7.5686360e-01 +2.3335813e+00 +2.1913173e-03 -1.0538843e-01 +5.1209933e-01 +8.5912989e-04 +8.5346956e-02 -6.2590844e-03 -1.5074578e-02 +1.5789689e-04 +1.1019982e+04
9.1906470e-03 +7.5686360e-01 +2.9194333e+00 +3.3205013e-03 -1.2736537e-01 +8.0043467e-01 +1.8121044e-03 +1.2044556e-01 -1.2423289e-02 -2.2841956e-02 +2.2353189e-04 +1.0905680e+04
1.1174880e-02 +7.5686360e-01 +3.5289800e+00 +4.7046767e-03 -1.4843417e-01 +1.1633289e+00 +3.3704733e-03 +1.5880600e-01 -2.2082800e-02 -3.2116156e-02 +2.6507511e-04 +1.0781108e+04
1.3268760e-02 +7.5686360e-01 +4.1603933e+00 +6.3446100e-03 -1.6839650e-01 +1.5994989e+00 +5.7173844e-03 +1.9950444e-01 -3.6102600e-02 -4.2724167e-02 +2.5640733e-04 +1.0641991e+04
1.5477840e-02 +7.5686360e-01 +4.8109400e+00 +8.2349333e-03 -1.8704953e-01 +2.1019100e+00 +9.0410089e-03 +2.4181844e-01 -5.5207022e-02 -5.4461711e-02 +1.7394711e-04 +1.0501382e+04
1.7807890e-02 +7.5686360e-01 +5.4769500e+00 +1.0362930e-02 -2.0418627e-01 +2.6573167e+00 +1.3529522e-02 +2.8522689e-01 -7.9872044e-02 -6.7123344e-02 +2.6238789e-06 +1.0383547e+04
2.0264900e-02 +7.5686360e-01 +6.1538833e+00 +1.2707217e-02 -2.1959453e-01 +3.2467933e+00 +1.9367478e-02 +3.2937611e-01 -1.1024191e-01 -8.0521344e-02 -2.5922256e-04 +1.0314278e+04
2.2855100e-02 +7.5686360e-01 +6.8364867e+00 +1.5236537e-02 -2.3305497e-01 +3.8472456e+00 +2.6733389e-02 +3.7401711e-01 -1.4608600e-01 -9.4485867e-02 -5.9754556e-04 +1.0311266e+04
2.5584920e-02 +7.5686360e-01 +7.5189933e+00 +1.7908633e-02 -2.4433917e-01 +4.4335856e+00 +3.5797922e-02 +4.1892878e-01 -1.8680244e-01 -1.0884629e-01 -9.8359867e-04 +1.0377763e+04
2.8461020e-02 +7.5686360e-01 +8.1954033e+00 +2.0669493e-02 -2.5320900e-01 +4.9811878e+00 +4.6722089e-02 +4.6384422e-01 -2.3146711e-01 -1.2340011e-01 -1.3777800e-03 +1.0501272e+04
3.1490280e-02 +7.5686360e-01 +8.8597433e+00 +2.3453087e-02 -2.5941907e-01 +5.4681367e+00 +5.9654522e-02 +5.0839900e-01 -2.7891667e-01 -1.3788044e-01 -1.7350822e-03 +1.0656878e+04
3.4679800e-02 +7.5686360e-01 +9.5063467e+00 +2.6181737e-02 -2.6272340e-01 +5.8769656e+00 +7.4726589e-02 +5.5210711e-01 -3.2785056e-01 -1.5193356e-01 -2.0107056e-03 +1.0813391e+04
3.8036870e-02 +7.5686360e-01 +1.0130057e+01 +2.8767123e-02 -2.6288757e-01 +6.1957000e+00 +9.2045022e-02 +5.9437433e-01 -3.7693578e-01 -1.6511578e-01 -2.1646256e-03 +1.0939763e+04
4.1568990e-02 +7.5686360e-01 +1.0726403e+01 +3.1111753e-02 -2.5970570e-01 +6.4182178e+00 +1.1168244e-01 +6.3454278e-01 -4.2489744e-01 -1.7690978e-01 -2.1643700e-03 +1.1009748e+04
4.5283840e-02 +7.5686360e-01 +1.1291737e+01 +3.3110857e-02 -2.5302043e-01 +6.5440244e+00 +1.3366778e-01 +6.7196233e-01 -4.7058333e-01 -1.8676167e-01 -1.9860267e-03 +1.1004280e+04
4.9189270e-02 +7.5686360e-01 +1.1823293e+01 +3.4655033e-02 -2.4274243e-01 +6.5775444e+00 +1.5797856e-01 +7.0607456e-01 -5.1300311e-01 -1.9414611e-01 -1.6138233e-03 +1.0912557e+04
5.3293300e-02 +7.5686360e-01 +1.2319243e+01 +3.5633900e-02 -2.2886797e-01 +6.5271122e+00 +1.8453456e-01 +7.3649500e-01 -5.5134678e-01 -1.9866489e-01 -1.0393674e-03 +1.0732058e+04
5.7604070e-02 +7.5686360e-01 +1.2778717e+01 +3.5941100e-02 -2.1149553e-01 +6.4038500e+00 +2.1319411e-01 +7.6305633e-01 -5.8499278e-01 -2.0015056e-01 -2.6319933e-04 +1.0467182e+04
6.2129860e-02 +7.5686360e-01 +1.3201737e+01 +3.5480200e-02 -1.9084177e-01 +6.2205922e+00 +2.4374978e-01 +7.8579678e-01 -6.1350978e-01 -1.9871700e-01 +7.0206211e-04 +1.0126918e+04
6.6879010e-02 +7.5686360e-01 +1.3589180e+01 +3.4170500e-02 -1.6725167e-01 +5.9908844e+00 +2.7592611e-01 +8.0493444e-01 -6.3665178e-01 -1.9469589e-01 +1.8339489e-03 +9.7227500e+03
7.1859960e-02 +7.5686360e-01 +1.3942637e+01 +3.1952230e-02 -1.4119723e-01 +5.7279978e+00 +3.0938467e-01 +8.2085611e-01 -6.5433622e-01 -1.8846756e-01 +3.1101878e-03 +9.2671789e+03
7.7081140e-02 +7.5686360e-01 +1.4264277e+01 +2.8790933e-02 -1.1326070e-01 +5.4439922e+00 +3.4373400e-01 +8.3407567e-01 -6.6662222e-01 -1.8031056e-01 +4.5221144e-03 +8.7737322e+03
8.2550990e-02 +7.5686360e-01 +1.4556673e+01 +2.4681430e-02 -8.4107467e-02 +5.1492700e+00 +3.7853367e-01 +8.4510378e-01 -6.7371344e-01 -1.7039022e-01 +6.0890956e-03 +8.2560144e+03
8.8277920e-02 +7.5686360e-01 +1.4822603e+01 +1.9648190e-02 -5.4454733e-02 +4.8525333e+00 +4.1329056e-01 +8.5428778e-01 -6.7591578e-01 -1.5888144e-01 +7.8626478e-03 +7.7261922e+03
9.4270220e-02 +7.5686360e-01 +1.5064913e+01 +1.3739067e-02 -2.5034190e-02 +4.5605400e+00 +4.4745867e-01 +8.6175889e-01 -6.7352600e-01 -1.4606700e-01 +9.8919944e-03 +7.1968544e+03
1.0053600e-01 +7.5686360e-01 +1.5286417e+01 +7.0151900e-03 +3.4544767e-03 +4.2777844e+00 +4.8046933e-01 +8.6752456e-01 -6.6677000e-01 -1.3225400e-01 +1.2156878e-02 +6.6813856e+03
